"""id"",""member_id"",""loan_amnt"",""funded_amnt"",""funded_amnt_inv"",""term"",""int_rate"",""installment"",""grade"",""sub_grade"",""emp_title"",""emp_length"",""home_ownership"",""annual_inc"",""verification_status"",""issue_d"",""loan_status"",""pymnt_plan"",""url"",""desc"",""purpose"",""title"",""zip_code"",""addr_state"",""dti"",""delinq_2yrs"",""earliest_cr_line"",""inq_last_6mths"",""mths_since_last_delinq"",""mths_since_last_record"",""open_acc"",""pub_rec"",""revol_bal"",""revol_util"",""total_acc"",""initial_list_status"",""out_prncp"",""out_prncp_inv"",""total_pymnt"",""total_pymnt_inv"",""total_rec_prncp"",""total_rec_int"",""total_rec_late_fee"",""recoveries"",""collection_recovery_fee"",""last_pymnt_d"",""last_pymnt_amnt"",""next_pymnt_d"",""last_credit_pull_d"",""collections_12_mths_ex_med"",""mths_since_last_major_derog"",""policy_code"",""application_type"",""annual_inc_joint"",""dti_joint"",""verification_status_joint"",""acc_now_delinq"",""tot_coll_amt"",""tot_cur_bal"",""open_acc_6m"",""open_il_6m"",""open_il_12m"",""open_il_24m"",""mths_since_rcnt_il"",""total_bal_il"",""il_util"",""open_rv_12m"",""open_rv_24m"",""max_bal_bc"",""all_util"",""total_rev_hi_lim"",""inq_fi"",""total_cu_tl"",""inq_last_12m"",""acc_open_past_24mths"",""avg_cur_bal"",""bc_open_to_buy"",""bc_util"",""chargeoff_within_12_mths"",""delinq_amnt"",""mo_sin_old_il_acct"",""mo_sin_old_rev_tl_op"",""mo_sin_rcnt_rev_tl_op"",""mo_sin_rcnt_tl"",""mort_acc"",""mths_since_recent_bc"",""mths_since_recent_bc_dlq"",""mths_since_recent_inq"",""mths_since_recent_revol_delinq"",""num_accts_ever_120_pd"",""num_actv_bc_tl"",""num_actv_rev_tl"",""num_bc_sats"",""num_bc_tl"",""num_il_tl"",""num_op_rev_tl"",""num_rev_accts"",""num_rev_tl_bal_gt_0"",""num_sats"",""num_tl_120dpd_2m"",""num_tl_30dpd"",""num_tl_90g_dpd_24m"",""num_tl_op_past_12m"",""pct_tl_nvr_dlq"",""percent_bc_gt_75"",""pub_rec_bankruptcies"",""tax_liens"",""tot_hi_cred_lim"",""total_bal_ex_mort"",""total_bc_limit"",""total_il_high_credit_limit"""
"""1020196"",1248961,15000,15000,14850,"" 60 months"",""12.69%"",338.93,""B"",""B5"",""Ahold Financial Services"",""10+ years"",""MORTGAGE"",34000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020196"",""  Borrower added on 11/10/11 > I'm seeking this loan to have an outdoor wood burning furnace installed at my house.  I'm a good candidate for a loan as I haven't had any late payments on any of my accounts since purchasing my home in 2009.  Also, I've been at my current job for over 10 years.  I would use a small portion of the loan to pay off my credit card balances, which total less than $2500 and would be left with the payment of this loan, my mortgage, and utilities.  The installation of the outdoor furnace would greatly help my electric bill as I currently heat with electric.<br>Thanks for your time and consideration.<br>"",""home_improvement"",""Fix my house"",""172xx"",""PA"",4.62,0,""Dec-98"",1,32,NA,6,0,1162,""15.30%"",16,""f"",0,0,20194.14004,19992.2,15000,5194.14,0,0,0,""Mar-16"",3247.64,"""",""Mar-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020393"",1249164,13500,13500,13475,"" 60 months"",""7.90%"",273.09,""A"",""A4"",""Bio-Optronics, Inc."",""5 years"",""RENT"",27000,""Verified"",""Nov-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020393"",""  Borrower added on 11/10/11 > I plan to use this loan to pay off my credit cards at a reduced monthly rate with significantly lower interest.  This will allow me to pay off the credit card debt faster while still building my savings.<br>"",""debt_consolidation"",""No more credit cards"",""327xx"",""FL"",17.33,0,""Dec-00"",0,NA,NA,11,0,15200,""37.80%"",17,""f"",1632.91,1629.84,14703.66,14676.51,11867.09,2836.57,0,0,0,""May-16"",273.09,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020401"",1249173,5000,5000,5000,"" 36 months"",""7.90%"",156.46,""A"",""A4"",""J & R Schugel"",""10+ years"",""OWN"",37000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020401"",""  Borrower added on 11/10/11 > Consolidate High Interest accounts to one payment<br>"",""debt_consolidation"",""High Interest Debt Consolidation"",""560xx"",""MN"",12,0,""Dec-93"",1,65,NA,15,0,2062,""19.80%"",43,""f"",0,0,5632.21,5632.21,5000,632.21,0,0,0,""Dec-14"",161.22,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""985454"",1209117,20000,20000,19800,"" 60 months"",""16.77%"",494.59,""D"",""D2"",""JK Harris"",""4 years"",""MORTGAGE"",79000,""Verified"",""Nov-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=985454"","""",""debt_consolidation"",""Debt Consolidation Loan"",""334xx"",""FL"",9.6,0,""Jul-95"",1,40,NA,7,0,12665,""85%"",25,""f"",2866.79,2838.44,26629.13,26362.22,17133.21,9495.92,0,0,0,""May-16"",494.59,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020138"",1248900,7500,7500,7500,"" 36 months"",""6.62%"",230.28,""A"",""A2"",""Accurate Controls"",""7 years"",""RENT"",49000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020138"","""",""other"",""Car,Credit,Etc"",""549xx"",""WI"",12.54,0,""Jul-03"",1,NA,NA,10,0,3207,""10%"",24,""f"",0,0,7732.525946,7732.53,7500,232.53,0,0,0,""May-12"",6584.36,"""",""Nov-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""952615"",1173366,14125,14125,14125,"" 36 months"",""13.49%"",479.27,""C"",""C1"","""",""n/a"",""MORTGAGE"",60000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=952615"","""",""debt_consolidation"",""Debt Consolidation Loan"",""809xx"",""CO"",24.78,0,""Jan-82"",2,NA,NA,15,0,23247,""71.50%"",25,""f"",0,0,17090.29,17090.29,14125,2965.29,0,0,0,""Sep-14"",604.83,"""",""Oct-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019952"",1248915,20000,20000,19750,"" 36 months"",""10.65%"",651.47,""B"",""B2"",""ALLtra Corp."",""10+ years"",""MORTGAGE"",120000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019952"",""  Borrower added on 11/10/11 > Consolidating and paying down higher interest CC debts.<br>"",""credit_card"",""CC Refi"",""740xx"",""OK"",8.28,0,""Apr-01"",0,NA,NA,9,0,35695,""50.40%"",10,""f"",0,0,23452.69,23159.53,20000,3452.69,0,0,0,""Dec-14"",664.93,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020142"",1248904,25000,25000,24825,"" 60 months"",""12.42%"",561.44,""B"",""B4"",""YCOM"",""10+ years"",""MORTGAGE"",67000,""Verified"",""Nov-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020142"","""",""debt_consolidation"",""Credit Card Consolidation"",""971xx"",""OR"",13.34,0,""Apr-83"",2,NA,NA,9,0,20575,""63.70%"",26,""f"",3263.78,3240.87,30294.27,30082.32,21736.22,8558.05,0,0,0,""May-16"",561.44,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019895"",1248653,17325,17325,17100,"" 60 months"",""12.69%"",391.46,""B"",""B5"",""Kearny Federal Savings Bank"",""8 years"",""RENT"",45000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019895"",""  Borrower added on 11/10/11 > I plan to use these funds for debt consolidation. I take pride in my credit score and am very reliable and have always payed all my bills on time. I have a very strick budget that I am on to pay down my debt so that I will be able to pay for my wedding and one day buy a house. I also feel that this loan will help alleviate some stress of not being able to save money. My job stability is very good, I have been at my place of employment for a little more then 8 years and it is a very strong company.<br>"",""debt_consolidation"",""Debt Consolidation Loan"",""074xx"",""NJ"",29.44,0,""May-01"",1,NA,NA,16,0,32864,""60.90%"",34,""f"",0,0,21867.63942,21583.64,17325,4542.64,0,0,0,""Jun-14"",10154.41,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019932"",1248695,14125,14125,14125,"" 60 months"",""18.25%"",360.61,""D"",""D5"","""",""n/a"",""MORTGAGE"",45780,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019932"","""",""debt_consolidation"",""Debt Consolidation Loan"",""851xx"",""AZ"",6.87,0,""Dec-92"",0,NA,NA,6,0,12589,""98.40%"",38,""f"",0,0,15171.1565,15171.16,14125,1046.16,0,0,0,""Apr-12"",13639.84,"""",""May-12"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020120"",1248881,7000,7000,7000,"" 36 months"",""12.69%"",234.82,""B"",""B5"",""Bank of Oklahoma"",""2 years"",""MORTGAGE"",85000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020120"",""  Borrower added on 11/10/11 > I am seeking funding to purchase a franchise to provide science lessons for children.  <br>"",""small_business"",""Small_Business Loan"",""740xx"",""OK"",19.28,1,""Jan-97"",0,23,NA,15,0,3761,""48.80%"",37,""f"",0,0,8450.150002,8450.15,7000,1450.15,0,0,0,""Sep-14"",713.21,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1018925"",1247389,14000,14000,13775,"" 60 months"",""8.90%"",289.94,""A"",""A5"",""Scientific Research Corp."",""3 years"",""MORTGAGE"",150000,""Verified"",""Nov-11"",""Current"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1018925"",""  Borrower added on 11/11/11 > Buying a Foreclosure property to keep as a rental unit.<br>"",""house"",""House Loan"",""320xx"",""FL"",14.02,0,""Oct-84"",0,NA,NA,9,0,43069,""62.90%"",25,""f"",1743.56,1716.13,15588.45,15337.09,12256.44,3332.01,0,0,0,""May-16"",289.94,""Jun-16"",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020085"",1248846,12250,12250,12250,"" 36 months"",""6.03%"",372.84,""A"",""A1"",""Societe Generale"",""8 years"",""MORTGAGE"",56000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020085"",""  Borrower added on 11/10/11 > Have 2 credit cards, have never been late. My APR on one doubled and their response was because of the economy. I just want to pay them off at a lower rate. <br>"",""debt_consolidation"",""Debt Consolidation Loan"",""072xx"",""NJ"",11.94,0,""Feb-99"",0,NA,NA,7,0,13800,""39.20%"",18,""f"",0,0,13422.05391,13422.05,12250,1172.05,0,0,0,""Dec-14"",375.3,"""",""Apr-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020097"",1248858,5200,5200,5200,"" 36 months"",""8.90%"",165.12,""A"",""A5"","""",""10+ years"",""MORTGAGE"",55000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020097"","""",""credit_card"",""credit card consolidation"",""704xx"",""LA"",2.38,2,""Mar-87"",0,12,NA,6,0,2093,""18.20%"",24,""f"",0,0,5960.398556,5960.4,5200,745.4,15,0,0,""Dec-14"",4.7,"""",""Dec-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019887"",1248645,35000,35000,34993.65539,"" 36 months"",""7.90%"",1095.16,""A"",""A4"",""Independent Bank"",""9 years"",""MORTGAGE"",70000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019887"",""  Borrower added on 11/10/11 > Wanted to consolidation all my debt and pay off within three years.  Loaned money to children and they were suppose to pay back.  Has not happened.  Clossing all credit and no more dedt.<br>"",""debt_consolidation"",""Fianancial Freedom"",""486xx"",""MI"",19.11,0,""Mar-83"",0,NA,NA,14,0,42194,""47.10%"",27,""f"",0,0,38493.42832,38485.63,35000,3493.43,0,0,0,""Aug-13"",1596.22,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1018577"",1246834,7000,7000,7000,"" 36 months"",""13.49%"",237.52,""C"",""C1"",""GE MDS LLC"",""10+ years"",""MORTGAGE"",38000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1018577"","""",""debt_consolidation"",""Debt Consolidation Loan"",""146xx"",""NY"",12.88,2,""Feb-86"",0,18,NA,15,0,10133,""52.50%"",22,""f"",0,0,8496.004709,8496,7000,1496,0,0,0,""May-14"",1628.01,"""",""May-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1009012"",1235713,18225,18225,18200,"" 60 months"",""19.91%"",481.94,""E"",""E4"","""",""7 years"",""MORTGAGE"",58000,""Verified"",""Dec-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1009012"","""",""credit_card"",""credit card payoff"",""641xx"",""MO"",24.66,0,""Jun-92"",1,NA,NA,11,0,27271,""70.30%"",32,""f"",0,0,3012.74,3008.61,927.25,1480.3,0,605.19,6.42,""Apr-12"",481.94,"""",""Sep-12"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020042"",1248799,12000,12000,12000,"" 60 months"",""15.27%"",287.19,""C"",""C4"",""ADP"",""4 years"",""OWN"",34440,""Source Verified"",""Nov-11"",""Charged Off"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020042"",""  Borrower added on 11/10/11 > Consolidate debt, I repay a $7000  four year ago, I make my budget every month and my job is very stable.<br> Borrower added on 11/15/11 > Four years ago I repay a loan of $7000 in a year it show in my credit report. I did have 5 years to repay but I did it in one year. I was able to do it with my taxes and bonus from work. <br><br> Borrower added on 11/15/11 > I would like to consolidate my debt because the APR are very high on those debts. <br>"",""debt_consolidation"",""Debt Consolidation"",""880xx"",""NM"",14.11,0,""Feb-05"",2,NA,NA,7,0,3468,""43.30%"",16,""f"",0,0,6283.19,6283.19,3018.84,2682.76,0,581.59,5.4135,""Jul-13"",287.19,"""",""Dec-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1001370"",1226954,10000,10000,10000,"" 36 months"",""13.49%"",339.31,""C"",""C1"",""Park Nicollet Health Services"",""3 years"",""RENT"",43000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1001370"","""",""credit_card"",""Need to Lower CC payments to buy house!"",""551xx"",""MN"",24.89,0,""May-00"",2,NA,NA,13,0,34508,""77.50%"",27,""f"",0,0,12214.17,12214.17,10000,2214.17,0,0,0,""Oct-14"",689.58,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020011"",1248764,2000,2000,2000,"" 36 months"",""7.51%"",62.23,""A"",""A3"",""hospice"",""5 years"",""MORTGAGE"",22800,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020011"",""  Borrower added on 11/09/11 > for home repairs.had to get all my windows replaced due to leaks.<br>"",""home_improvement"",""home"",""296xx"",""SC"",20.68,0,""Mar-02"",0,NA,NA,4,0,0,""0%"",15,""f"",0,0,2239.33,2239.33,2000,239.33,0,0,0,""Sep-14"",194.87,"""",""Oct-14"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020002"",1248754,17400,17400,17375,"" 60 months"",""22.35%"",484.04,""F"",""F5"",""Undisclosed"",""< 1 year"",""RENT"",211000,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020002"",""  Borrower added on 11/10/11 > Thanks for reading and helping.  I'm a high income earner, zero debt in 2005 who got hit hard with the real estate market.  Had to take on some debt to move my family for a new job and deal with a negative home equity situation.  I'm happily and conservatively employed and have this amount to go to get back fully on track.  Moving away from 'big bank' credit cards and taking control of our family future!<br>"",""debt_consolidation"",""Taking Control of Future"",""985xx"",""WA"",17.64,2,""Apr-97"",0,12,NA,4,0,13080,""98.30%"",35,""f"",0,0,25358.78382,25322.35,17400,7958.78,0,0,0,""Apr-14"",11815.98,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1020001"",1248753,6000,6000,6000,"" 36 months"",""6.03%"",182.62,""A"",""A1"",""Smart&final"",""2 years"",""MORTGAGE"",62400,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1020001"",""  Borrower added on 11/09/11 > I am Going the buy a 58 Vintage  trailer<br>I have great credit and never been late on any Payments.<br>"",""major_purchase"",""for trailer"",""945xx"",""CA"",11.65,0,""Sep-79"",1,NA,NA,9,0,7318,""14.20%"",20,""f"",0,0,6370.052221,6370.05,6000,370.05,0,0,0,""Feb-13"",3814.85,"""",""Feb-13"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019997"",1248749,5600,5600,5600,"" 36 months"",""10.65%"",182.42,""B"",""B2"",""TierOne Marketing"",""< 1 year"",""MORTGAGE"",39600,""Source Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019997"","""",""small_business"",""Funding an Investment Property"",""945xx"",""CA"",10.61,0,""Nov-04"",0,NA,NA,5,0,2755,""91.80%"",8,""f"",0,0,5880.332538,5880.33,5600,280.33,0,0,0,""May-12"",4969.74,"""",""May-12"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019807"",1248560,6000,6000,5750,"" 36 months"",""9.91%"",193.35,""B"",""B1"",""GenOn"",""4 years"",""MORTGAGE"",88000,""Not Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019807"",""  Borrower added on 11/09/11 > I plan to use the money to accomplish several repairs around the home.  Such as new floors in all bathrooms, shower repairs in master bath, new paint for interior, paint for exterior trim, planning on doing exterior next year, also fence is in need of major repairs.  I have a large income every month, but I also have a large amount of bills.  I know for a fact that I can afford these payments, and I am hoping to acheive 10-20k value with what this money will be able to provide for me.  My job is very stable, and I work a fair amount of overtime.  I am near my 5 year point at the company I work for, and I enjoy my work.<br>"",""home_improvement"",""New House stuff"",""952xx"",""CA"",14.95,0,""Nov-98"",0,26,NA,5,0,30376,""94.90%"",19,""f"",0,0,6753.894894,6472.48,6000,753.89,0,0,0,""Jul-13"",3083.41,"""",""May-16"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
"""1019343"",1248032,32000,32000,31813.19725,"" 60 months"",""22.74%"",897.33,""G"",""G1"",""US Navy"",""10+ years"",""RENT"",108000,""Verified"",""Nov-11"",""Fully Paid"",""n"",""https://lendingclub.com/browse/loanDetail.action?loan_id=1019343"",""  Borrower added on 11/14/11 > i have been in a stable job for 20 plus years, and plan to use the loan to consolidate my credit card debts, which i can already pay, but would like to pay them off as one payment. Besides the credit cards, i only have the standard monthly insurance/phone/utilities which i pay off every month, and have never missed any payments on. i am a good borrower, because of my job stability/steady pay, and the monthly payback amount is well within by budget and i even plan to pay back the loan early, and make higher payments per month then what is required. <br><br>plan to use: pay off two credit cards<br>"",""debt_consolidation"",""Debt Consolidation Loan"",""652xx"",""MO"",5.44,2,""Jun-95"",0,15,NA,4,0,18361,""87.40%"",21,""f"",0,0,41484.21226,41222.3,32000,9484.21,0,0,0,""Apr-13"",27131.44,"""",""Jul-15"",0,NA,1,""INDIVIDUAL"",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA"
